name ,category ,deadline ,goal ,pledged ,status,backers ,
Site turns school work into a supercharged social experience,Web,24/2/2015 18:18,93770,5000,canceled,1,
CUER: the UK's number one solar car team,Technology,6/1/2013 1:00,10000,10524.1,successful,192,
Smart Wallet: Locator & Charger a Fashionable Tech Accessory,Hardware,8/9/2014 4:03,35000,36237,successful,315,
Open Robotics Design Platform,DIY Electronics,25/5/2016 17:50,10000,2253,failed,35,
Imagination Studio,Makerspaces,1/4/2015 23:54,100000,256,failed,4,
Electric Future,Technology,28/5/2015 3:51,10500,102,failed,4,
Hybrid House:  A Zero Net Grid-Electric Retrofit Demo,Technology,20/12/2014 14:49,50000,2610,failed,5,
okular,Apps,2/8/2014 13:04,10000,50,failed,2,
2014 Black Star Dawn Patrol,Flight,11/9/2014 23:53,1500,150,failed,5,
3D scanner,3D Printing,14/8/2015 11:56,110000,16,failed,3,
Real Estate Made EZ,Apps,20/9/2014 19:45,4500,0,failed,0,
The Electromagnetic Particle Accelerator Technology,Technology,14/5/2015 14:53,200000,0,failed,0,
KnowFuture.org,Web,6/6/2016 4:52,1500,1,failed,1,
Rescue Net,Apps,14/11/2015 1:19,300000,0,failed,0,
apps for android and google.safety first and very innovative,Apps,11/10/2014 23:49,40000,15,failed,1,
The Arduino Compatible 4x4 Keypad Matrix Processor Set,Hardware,23/4/2014 23:58,2000,2337,successful,36,
The Pinch: An easy way to conserve up to 35% of energy use,Hardware,20/9/2013 20:45,50000,3208,failed,18,
"""MyMix"" live audio app. No more bad audio at any event.",Apps,1/7/2016 4:00,125000,20,failed,1,
"Report to the Rebbe ??""?",Apps,28/9/2015 8:24,13500,13603,successful,26,
Hot Mod 800 - Hot Rodded Valve Distortion Effect Pedal,Hardware,6/11/2013 19:27,3500,7518,successful,54,
The Peachy Printer - The First $100 3D Printer & Scanner!,3D Printing,20/10/2013 23:21,50000,651091.16,successful,4420,
"rClock: An affordable, useful robot alarm clock (Canceled)",Robots,14/11/2014 20:04,30000,4199,canceled,15,
JobMap,Apps,6/5/2016 17:58,60000,4,failed,2,
REAL - A Guide for Living - more than just a meditation app,Apps,2/12/2015 13:00,20000,20151,successful,200,
Zazu Wallet: Grocery Coupons on Autopilot,Apps,7/5/2015 5:53,75000,448,failed,16,
Spoken (Canceled),Apps,6/9/2014 23:52,12000,261,canceled,5,
inCync - The Bluetooth Speaker that Goes With You Anywhere.,Technology,20/2/2014 16:01,20000,23459,successful,220,
Services/Out Display Outages App.Software (Canceled),Software,30/5/2014 17:59,40000,25,canceled,1,
DELETE THIS PROJECT PLEASE (Canceled),Hardware,14/7/2016 6:26,5000,5,canceled,1,
2LOW gives you 2 wheel drive low range at a push of a button,Gadgets,25/3/2016 23:01,30000,511,failed,5,
Notelion - Notes You Can ReLION,Web,29/3/2016 19:46,29000,2,failed,2,
Sviper - One Handset / Multiple Smartphones,Apps,14/7/2014 7:39,50000,5,failed,1,
"ActiVclip - walk, jog, or run with your iPhone - holds 1 key",Technology,17/9/2015 1:43,8999,571,failed,29,
College Basketball Mobile Phone App Project,Software,18/11/2012 4:13,1000,50,failed,1,
New laptop for future app/game making,Gadgets,8/8/2014 17:37,750,0,failed,0,
"HoverBars - We Don't Make Hoverboards, We Make Them Safer.",Gadgets,23/7/2016 20:00,275000,480,canceled,4,
Garden Harvest Portable Water Timer,Gadgets,21/11/2016 15:47,8000,0,failed,0,
CleverShare,Web,9/12/2016 8:32,30000,101,live,2,
Automatic Cristmas Tree Feeder,Gadgets,22/11/2016 19:39,150000,251,suspended,11,
OpenTapp Alcohol Distribution App,Apps,7/3/2016 13:45,60000,23,failed,4,
Shut-App!,Apps,25/8/2016 12:01,10800,11029.67,successful,332,
Your personal version of Drop Box you Control!,Web,10/8/2014 22:02,50,1,failed,1,
"The ""Mano-Matic"" 3D printed Bionic Hand",3D Printing,4/10/2014 0:45,5000,586,failed,10,
Io-1 -  A True LPT Parallel Port Cape For The Beaglebone.,Hardware,1/1/2014 20:30,7400,836,failed,13,
iGeekReviews.com domain and hosting aquisition.,Web,23/2/2015 4:06,500,7,failed,3,
Black Sun: Revolutionary Solar Collector,Technology,26/12/2013 2:07,30000,8390,failed,90,
California Drought Solution Database,Software,24/7/2016 15:25,17000,500,failed,1,
Smart Home Energy Saver and Generator,Hardware,24/3/2016 23:00,45000,1,failed,1,
Kiri - The Anonymous Computer,Software,19/6/2016 23:27,20000,2950,failed,62,
YoungBoard-The world’s first real solar electric skateboard,DIY Electronics,27/6/2016 18:52,25000,25000,successful,14,
Robogaia 2D Robotic Obstacle Detector,Hardware,6/10/2014 2:36,39999,2456,failed,24,
Imagine a dating site for addicts & sponsors. Sponsorfinder,Web,1/8/2015 17:04,20588,5,failed,1,
iRMimic - Making TV Simple Again!,Gadgets,1/8/2016 4:00,75000,1350,failed,8,
The Geek Store,Technology,29/6/2014 16:50,150000,11,failed,3,
"Monitor,TV,SolarPanel,Slat adjustable cart/dolly",Gadgets,27/7/2016 23:06,3300000,0,failed,0,
"Free All-In-One eMail, Social Media, File share inbox | Nili",Web,2/1/2015 22:07,14250,2052,failed,7,
"Steyelr, dress better.",Apps,29/1/2015 18:00,24000,937,failed,16,
Con-Ip Control.  Your Computer is The Cloud,Technology,17/12/2015 19:27,68500,1095,failed,19,
Sitenel.com - Real Time Monitoring (Canceled),Web,10/3/2016 22:27,8500,0,canceled,0,
Pok-Egg-o Usb Power packs,DIY Electronics,13/11/2016 22:18,4000,185,failed,7,
Keplero Luxury Wallet - Strong RFID-Blocking,Gadgets,29/8/2015 6:01,10000,582634,successful,3792,
iKready!,Web,2/6/2015 21:57,12000,650,failed,4,
@Chelt52 - Year 2! (Canceled),Web,20/12/2014 23:00,700,30,canceled,2,
WOOM iPad 2 Case = Cover+Carry+Convert (Canceled),Technology,18/10/2011 18:47,50000,1060,canceled,11,
"The TestingAlpha ""Noob To Pro"" Drone Course",Web,23/9/2016 23:19,5000,0,canceled,0,
Perpetual Solar Flywheel Energy Storage by Energiestro,Technology,17/7/2014 13:45,475000,82998,failed,38,
The Diabetic Journal,Technology,12/2/2013 15:45,7500,7743.32,successful,380,
Secured Mobile Video - Police Body Camera (Canceled),Camera Equipment,8/12/2014 21:35,220000,0,canceled,0,
Fare-Bargaining Car Service App/People's Car Service App,Apps,29/11/2015 22:58,100000,0,canceled,0,
NanoBeam: helping makers build the smallest things,DIY Electronics,1/12/2014 23:26,12000,27242,successful,440,
"Tholos, A Universal Sizing App",Apps,16/11/2016 3:03,71309,0,failed,0,
Magniglass: Electronic Glasses for Medical and Personal Use,Wearables,30/10/2014 3:02,4500,4726,successful,11,
uTenants,Software,4/8/2016 16:50,100000,2,failed,2,
SPOT the party,Apps,29/10/2015 15:32,25000,0,failed,0,
"ExO, connectez vos enceintes à tous les équipements audio",Sound,29/7/2016 13:01,10000,12158,successful,39,
QuikMobi Creating Customizable Native Mobile Apps,Apps,13/9/2014 20:34,10000,45,failed,3,
Aqua-View: Your Robotic Connection To An Underwater World!,Robots,20/9/2014 20:22,30000,226,failed,4,
"bitwarden - Open Source, Cross Platform Password Manager",Software,2/1/2017 21:00,49000,6039.01,live,249,
InPixls.com - Search and Discover Pictures by Location,Technology,8/6/2013 5:07,20000,60,failed,3,
The Marriage Saver,Technology,31/8/2015 23:03,35000,160,failed,5,
MyFishID by Kosmic eKonsulting,Apps,10/10/2014 16:52,10000,60,failed,3,
OpenSource Tutorials,Software,10/8/2012 1:02,2500,2543,successful,46,
Effective Building Envelope Energy Calculator,Apps,18/10/2014 1:10,25000,0,failed,0,
POWERQUBE - The 21st Century solution to the power strip,Hardware,14/7/2013 23:30,75000,98001,successful,2148,
Text N Drive No More (Canceled),Apps,15/6/2015 17:19,200000,10,canceled,2,
Become a successful reader with PageVoyagers new technology,Software,29/12/2016 6:59,10000,214,live,6,
Genneo - Power Through Motion,Technology,20/11/2013 9:01,100000,15000,failed,90,
Matching funds for noisivelvet/mobile garden Edit Date: July 16!!,Hardware,1/8/2010 5:59,15000,240,failed,7,
Flight Commander Launch - First Modules,Technology,7/4/2012 22:47,40850,1306,failed,7,
CTWay,Web,17/12/2015 7:59,5000,0,failed,0,
Avoda (Canceled),Apps,31/1/2015 6:00,50000,0,canceled,0,
PAO-the first family entertainment treadmill in the world,Hardware,20/5/2015 2:42,50000,4432,canceled,15,
Go Kart,Technology,23/8/2014 10:58,2000,0,failed,0,
kittybiome: kitty microbiomes for cat health and biology,Technology,10/6/2015 21:58,3000,23183,successful,229,
"CFA-10036 Open, Hackable, Linux + ARM Embedded GPIO Module",Hardware,16/2/2013 8:59,30000,12184.58,failed,121,
Blooky: Wireless Bluetooth Password Key,Hardware,12/1/2015 0:41,250000,4001,failed,40,
Want to build a satellite but dont have a NASA sized budget?,Space Exploration,31/10/2013 23:30,3000,3146,successful,97,
UV RAILED DOORKNOB,Technology,24/4/2016 22:31,110000,2,failed,2,
HIO Wallpad Drop-in PoE In-wall Universal Android Controller,Technology,8/5/2014 9:00,40000,15465,failed,113,
BLOCK FOX- PRIVACY TOOL,Hardware,14/10/2016 19:35,500,176,failed,8,
Monitoreo Ambiental Ciudadano,Hardware,18/12/2016 18:38,350000,3400,live,2,
Tech Support and Training For The Elderly,Technology,2/3/2016 3:11,8500,6,failed,2,
SolarBoost - Make Your Own USB Solar Mobile Charger,DIY Electronics,27/4/2016 19:02,5000,5956,successful,78,
PTSD Guardian Clock,Technology,26/12/2015 1:33,50000,350,failed,4,
Painter 3D (Suspended),3D Printing,16/6/2015 1:21,25000,10116,suspended,8,
My Lite- Swiss Army Knife of LED Lights,Camera Equipment,14/7/2014 19:46,1000,2481,successful,20,
"Cyber-Sentinelle, votre Protection Rapprochée sur Internet",Web,25/5/2016 18:11,3800,4252.5,successful,122,
NutShell Politics,Apps,3/11/2014 5:59,15000,0,failed,0,
SQueo: Advanced Waterproof Bluetooth Speaker,Hardware,23/8/2014 0:53,90000,92022.6,successful,631,
"The Backhand: Truely, hands -freedom (Canceled)",Wearables,26/6/2014 21:29,43000,100,canceled,1,
Arriving As A Sweet App for your Phone soon...,Apps,11/10/2014 22:59,20000,71,failed,4,
Underprivileged kids connect with teachers,Apps,25/11/2016 6:59,5000,0,failed,0,
LPLC TOO - Internet Of Things Microprocessor,Hardware,13/10/2014 19:33,2000,2051,successful,46,
"Plug Perfect - Baby proof your electrical outlets, perfectly",Gadgets,2/6/2016 19:34,5000,7099,successful,115,
"MobFreeApp, your home mobile free again",Apps,4/9/2016 17:20,60000,50,failed,1,
radioSTROBE: The World's First Off-Camera Speedlight System,Camera Equipment,10/6/2015 23:30,280000,5407,canceled,15,
[NAME REMOVED DUE TRADEMARK DISPUTE ] CONTEXT PROFILE:,Wearables,14/11/2014 0:21,50000,8422,failed,40,
A revolutionary slip-resistance system:a transparent varnish,Technology,17/11/2015 18:58,25000,60,failed,1,
Whale Research & Education: SatTags & STEM,Technology,26/12/2015 20:43,60000,501,failed,11,
GPeSpionage - The TrueLife Spy Game ... Real.Personal.Global,Apps,3/9/2015 23:42,400000,34,canceled,1,
LilyPad ~ Using Light to Power All Our Mobile Devices,Hardware,3/10/2011 2:33,27000,104482,successful,547,
Prototypo | Streamlining font creation,Web,9/5/2014 18:00,12000,34133.37,successful,1670,
Drop Scream,Apps,14/10/2015 17:21,30000,0,failed,0,
Seek N' Sneak - Your robust robotic pet.,Robots,19/7/2015 8:46,10000,4973,failed,30,
Coil Accelerator (Coilgun) Research Project [EWS],DIY Electronics,4/3/2015 9:53,1000,100,failed,1,
Affordable local recording studio in a church in Nairne,Sound,13/12/2014 8:45,1500,120,failed,2,
Genuine Handcrafted Wood Earbuds,Technology,30/10/2016 11:35,15000,1316,failed,32,
Change the World One Mile at a Time with the Synergia App,Technology,6/3/2015 19:49,30000,492,failed,11,
Waterproof Bluetooth Item Tracker for iPhone & Android.,Technology,8/10/2014 8:51,20000,1616,canceled,38,
Mies i100: The Ultimate Amplifier for Vinyl Lovers,Hardware,13/3/2014 17:52,30000,45041.14,successful,141,
3D Printer filament cart,3D Printing,3/7/2016 21:39,6000,870,failed,3,
Delicious vapors labs in your pocket everywhere!,Software,10/5/2015 17:00,1999,0,failed,0,
3D Circuit Printing Kit,3D Printing,31/8/2015 16:33,3500,2450,failed,27,
RoBoMo stage II - Automatic Electric Robot Lawnmower.,Hardware,20/5/2013 14:54,2000,1637,canceled,10,
Parcel Nest,Gadgets,25/5/2015 17:58,55000,14150,failed,44,
The Xtractiv Cooling System (Canceled),Technology,13/3/2015 20:44,15000,0,canceled,0,
eKET,Apps,28/4/2015 0:59,18000,0,failed,0,
ARM based WAV sound player / recorder module for AVR/ARM ..,Hardware,19/7/2015 16:18,700,962,successful,21,
"iBoPlanet ""X"" Factor",Software,11/3/2012 22:29,35000,2450,failed,29,
"EMDO can do, your Energy Manager for Renewable Energy",Hardware,16/1/2016 15:58,3000,4042,successful,25,
"The Zstand - Sleek, Sexy Technology",Gadgets,6/1/2016 19:48,70000,24472,failed,26,
The Hitchhiker - Relaunch,Hardware,24/10/2015 0:52,50000,25,failed,1,
Small Unmanned Aerial System (SUAS) - Phase II,Technology,10/1/2012 6:00,85000,2566,failed,16,
The Boonville Space Program: ECLIPSE 2012 Mission,Space Exploration,16/4/2012 8:59,3000,4125,successful,65,
The 720 Watch (Canceled),Technology,22/6/2014 7:23,110000,4496,canceled,92,
High Performance Django Videos,Web,5/11/2015 18:30,8000,6726,failed,55,
YouLoox - Awesome Holographic Computer (Suspended),Hardware,27/5/2016 4:00,3000000,1301,suspended,9,
Jerry: An Affordable Personal Robot,Robots,18/6/2016 22:50,20000,3290,failed,15,
Support A Parent,Web,4/2/2016 22:11,200000,75,failed,2,
LokDon,Software,30/8/2015 17:23,50000,0,failed,0,
Business Start-Up Advice,Web,15/8/2015 19:05,1100000,0,failed,0,
Be part of something GREAT. Believe in OIKOS Software.,Software,27/2/2015 18:57,18000,1,canceled,1,
Brilli: Brilliant LED lighting at your fingertips,Gadgets,13/1/2015 17:05,20000,451,failed,3,
Vertical Axis Wind Turbine with Airfoils,Hardware,30/7/2014 0:06,220000,1795,failed,20,
Plug 'N' IoT,Hardware,22/7/2015 10:34,35000,2048,failed,22,
"Flicked® Smart Lamps - no wires, no worries (Canceled)",Technology,15/10/2015 13:57,40000,2458,canceled,13,
Sustainable Ethanol Fuel Using Trash and Mushrooms,Technology,16/6/2016 7:06,1000,456,failed,7,
Black Adam App,Apps,24/3/2015 13:17,5000,2,failed,1,
"New News 2, news aggregator with a twist",Apps,10/4/2015 6:49,50000,141,failed,4,
Whisper Node,Hardware,13/4/2016 23:25,15000,15245,successful,187,
Smart Golf,Hardware,15/6/2015 2:54,20000,21966,successful,61,
Bluewater Beacon - Cloud Based Recruiting Management,Web,8/9/2014 0:59,240000,0,failed,0,
"Competio: Affordable, accessible online horse shows",Web,5/1/2016 21:14,20000,118,failed,6,
Carp Fishing App,Apps,17/6/2015 23:11,10000,0,failed,0,
ubirX: Same-Day On-Demand Pickup & Delivery (ubirX.com),Apps,16/7/2015 5:11,12000,0,failed,0,
ScoutOut,Apps,4/6/2016 3:47,90000,0,failed,0,
21Pictures: An app to revolutionise online dating,Apps,2/10/2015 7:59,15000,1830,failed,35,
"Living ideas, not only requirements on paper for mobile apps",Software,11/6/2015 6:25,100000,53,failed,4,
Vulpés - your smart apparel,Wearables,7/5/2016 19:38,60000,2341.5,failed,18,
Swift 2 ** LIVE ** Bootcamp Style Training Class (Canceled),Software,2/11/2015 3:05,10750,0,canceled,0,
MovieCar Ride In Theatre,Makerspaces,17/6/2016 17:52,100000,0,failed,0,
CreativeMornings: support the volunteers who make it happen!,Technology,10/4/2016 3:00,50000,86284.2,successful,2011,
Koorier - Make Money While Traveling (Canceled),Apps,1/8/2016 2:01,3500,709,canceled,28,
Matez,Technology,7/2/2015 10:04,2000,2,failed,2,
NetSec,Software,10/10/2015 8:22,5000,55,failed,2,
The New Hotstrings Acoustic Digital Enhancer (Canceled),Technology,19/5/2014 19:31,550000,341,canceled,11,
ConsultMe,Apps,26/7/2015 18:52,10000,0,failed,0,
Babyation: Re-Imagining the Breast Pump for Today's Mom,Technology,24/3/2016 13:02,50000,81045,successful,427,
Open qPCR: DNA Diagnostics for Everyone,Hardware,5/12/2014 3:00,50000,202701.59,successful,484,
Experimental Quartz Drive,Technology,8/11/2014 18:29,600,120,failed,8,
Internet Of Things Remote Alarm System,Technology,4/11/2014 16:21,50000,81,failed,4,
Mobile Emergency Response Plans,Apps,16/8/2014 23:26,105000,0,failed,0,
Hione - High end and affordable Bluetooth Headphones,Technology,31/12/2016 19:12,650000,18400,live,20,
Finds your Friend,Apps,31/12/2016 12:00,55000,10,live,1,
PHONEMOTE - Control your TV and Open and Close your Garage,Technology,9/11/2016 19:31,15000,805,failed,25,
OutdoorDivvy: Peer-to-Peer Gear Sharing for the Outdoors,Web,19/11/2014 2:43,20000,106,failed,6,
ReallySend,Software,15/4/2016 17:58,42000,3056,failed,34,
Kllabo - Inventing gone viral,Apps,21/7/2015 2:43,537600,45,failed,3,
Classifieds done differently. And we http://kickingitforward,Web,7/8/2015 20:48,3000000,5,failed,1,
All Who Are,Web,15/4/2016 20:48,30000,0,failed,0,
A global network for monitoring the sounds of nature,Sound,6/10/2016 17:59,80000,2954,failed,32,
The EIFLE S Smart-Mirror W/Front-Facing Camera! (Canceled),Software,25/3/2016 14:17,200000,4248,canceled,16,
Phoenix Racing Stands: Innovative Motorcycle Stands,Technology,16/9/2015 17:10,35000,37065,successful,60,
DIY Garage,Makerspaces,28/2/2015 1:01,40000,132,failed,3,
"Drop - Virtualize the ""I was here"" (Canceled)",Apps,20/8/2015 6:03,150000,55,canceled,2,
Project  Mak-a-Doodle,Web,13/5/2015 18:42,7500,0,failed,0,
Tail - A wide purpose user controlled tracking application,Technology,8/8/2016 21:34,25000,125,failed,5,
FrisBuild,DIY Electronics,3/7/2016 16:40,1000,1061,successful,24,
Simple CO2 Monitor,Gadgets,27/5/2015 21:32,500,1703,successful,34,
ALLNEWITEMS.COM (Canceled),Web,20/11/2015 11:44,5000,0,canceled,0,
Proximat- The Virtual Reality Spatial Proximity Mat (VR Mat),Gadgets,2/10/2016 17:58,500,209,failed,4,
Debateball Free Mobile App in IOS and Android (Canceled),Apps,21/11/2015 19:30,5700,1,canceled,1,
Pressdiv: A Fan Club For WordPress Developers,Web,26/6/2015 23:49,16050,10,failed,1,
Broken & Lost Phones Are a Thing of The Past,Gadgets,8/6/2016 4:18,2000,4848,successful,79,
Spoken Language Instructional Content Development System,Software,3/12/2011 0:27,40000,195,failed,7,
MobileHeroapp.com,Apps,28/8/2016 8:37,150000,5,canceled,1,
Technology and Science Summer Camp for Students,Technology,17/6/2014 6:00,3750,401,failed,13,
ProMaxScore (Canceled),Software,13/6/2015 3:22,20000,0,canceled,0,
Aquaculture for tomorrow,Technology,4/5/2014 2:31,2250,232,failed,13,
JiffyLight (Suspended),Gadgets,15/3/2015 1:58,1000,1384,suspended,58,
Heating and Cooling Massages with App Control.,Apps,20/4/2015 3:43,25000,25,failed,1,
Complete Website Management System,Web,16/12/2016 19:01,200000,1,live,1,
Pins Collective,Wearables,31/3/2016 20:44,75000,102066,successful,1042,
Triatholight with Cree! The Longest Lasting Emergency Light!,Gadgets,14/11/2015 18:00,5000,6144,successful,132,
Potter Shop EV,Technology,15/12/2014 1:00,15000,5,failed,1,
Metroryde technology for riders and independent operators,Apps,21/12/2016 16:17,200000,155,live,6,
Explicit Gps,Gadgets,22/2/2015 21:00,7000,21,failed,3,
LifeFlix - Mac software rescues memories from MiniDV tapes,Technology,12/7/2013 20:41,10000,1789,failed,72,
find phone service,Apps,12/2/2015 0:37,500,0,failed,0,
FIRST Robotics Team 2152 S*M*A*S*H - Our 2014 Build Season!,Technology,26/2/2014 21:21,1000,2050.81,successful,25,
Sign Me Up,Apps,9/9/2014 21:54,40000,0,failed,0,
Mud Butt Wipes: Flushable and Biodegradable Bathroom Wipes,Technology,19/2/2016 17:47,15000,247,failed,7,
